book_id,user_id,rating
29,17566,5
29,25164,4
29,25840,5
29,26629,4
29,28767,3
29,30944,4
29,32305,4
29,32748,5
29,45554,4
29,48687,5
29,52036,5
30,6630,3
30,7563,4
30,10288,4
30,32748,5
30,37834,4
30,48687,5
30,49288,5
30,49289,5
30,49295,5
30,49297,5
31,2487,4
31,10509,5
31,19729,4
31,24499,1
31,25164,2
31,25840,5
31,28158,5
31,28767,5
31,30184,5
31,32305,5
31,32748,5
31,37834,4
31,48687,5
32,3739,5
32,6342,5
32,8167,3
32,12381,3
32,12874,2
32,15604,4
32,17566,4
32,19729,3
32,24499,3
32,25164,4
32,25840,5
32,26145,3
32,28158,4
32,28767,2
32,32305,2
32,32745,5
32,32748,4
32,33065,4
32,48687,5
32,52036,4
33,3739,4
33,6342,4
33,6630,4
33,8167,3
33,9731,4
33,12381,3
33,12874,4
33,17566,5
33,24499,3
33,28767,3
33,32305,3
33,32748,3
33,33065,3
33,37834,4
33,45554,4
33,48687,5
33,49288,5
33,49289,5
33,49295,5
33,49297,5
33,53292,5
34,7563,2
34,28767,3
34,33065,1
34,43602,3
34,49288,5
34,49289,5
34,49295,5
34,49297,5
34,52036,1
35,6342,4
35,7563,3
35,12381,1
35,33065,5
35,37834,5
35,43602,4
35,45554,3
35,49288,5
35,49289,5
35,49295,5
35,49297,5
35,52036,3
35,53292,5
36,6630,4
36,8167,4
36,12381,4
36,12471,5
36,14372,3
36,15604,3
36,25164,5
36,26718,4
36,28767,4
36,32748,5
36,37834,5
36,49288,5
36,49289,5
36,49295,5
36,49297,5
36,53292,5
37,2487,3
37,3739,4
37,8167,3
37,9668,4
37,12381,3
37,12471,4
37,12874,4
37,14372,4
37,15604,5
37,25164,4
37,25840,5
37,26629,5
37,26718,4
37,28767,5
37,30184,5
37,30944,5
37,32305,5
37,32748,5
37,37834,5
37,38798,3
37,45554,5
37,48687,5
37,50999,3
37,53292,5
38,6342,3
38,10509,4
38,12381,3
38,12471,1
38,17566,4
38,19729,4
38,28158,5
38,28767,3
38,32305,4
38,32748,5
38,48687,5
38,52036,2
39,9011,4
39,12471,5
39,24499,4
39,25164,4
39,28158,5
39,30944,4
39,32745,5
39,32748,5
39,37834,5
39,48687,5
39,49288,5
39,49289,5
39,49295,5
39,49297,5
39,52036,4
39,53292,5
40,6342,3
40,6630,5
40,8510,2
40,26629,3
40,28767,3
40,33065,3
40,37834,2
40,49288,5
40,49289,5
40,49295,5
40,49297,5
41,2487,3
41,6630,5
41,8510,2
41,12471,2
41,19729,4
41,23603,3
41,24499,4
41,28158,4
41,28767,3
41,30944,5
41,43602,5
41,48687,5
41,49288,5
41,49289,5
41,49295,5
41,49297,5
41,52036,1
41,53292,5
41,53293,5
42,6342,5
42,8167,4
42,9731,3
42,12381,4
42,12874,4
42,15604,4
42,17566,4
42,19729,3
42,24499,3
42,25164,3
42,25840,5
42,26145,4
42,26629,4
42,28767,4
42,30184,5
42,32305,4
42,33065,4
42,38798,3
42,45554,5
42,48687,5
42,52036,5
42,53292,5
43,6342,4
43,6630,2
43,8167,2
43,8510,5
43,9731,3
43,10509,2
43,12471,4
43,12874,4
43,15604,4
43,19729,5
43,24499,4
43,25164,4
43,25840,5
43,26145,4
43,26629,4
43,26718,4
43,28767,5
43,32748,4
43,33065,4
43,45554,5
43,48687,5
43,49288,5
43,49289,5
43,49295,5
43,49297,5
43,52036,5
44,2487,2
44,6342,3
44,7563,3
44,9731,3
44,10509,4
44,12471,1
44,12874,4
44,17566,3
44,25164,3
44,28767,2
44,32305,3
44,33065,1
44,37834,4
44,38798,3
44,43602,2
44,45554,1
44,48687,5
44,52036,3
44,53293,5
45,8167,4
45,10509,3
45,12381,3
45,14372,5
45,19729,4
45,24499,5
45,28767,5
45,30944,4
45,32305,5
45,32748,5
45,33065,5
45,37834,4
45,45554,4
45,48687,5
45,52036,3
46,6342,5
46,6630,4
46,9011,2
46,9668,1
46,10509,5
46,15604,4
46,19729,3
46,24499,3
46,25164,3
46,28158,4
46,28767,4
46,32748,4
46,37834,3
46,48687,5
47,7563,5
47,9668,4
47,10509,5
47,28767,3
47,37834,4
47,48687,5
47,49288,5
47,49289,5
47,49295,5
47,49297,5
47,52036,3
47,53292,5
48,3739,4
48,6342,5
48,9731,4
48,10509,4
48,12471,4
48,12874,3
48,15604,4
48,17566,4
48,19729,4
48,24499,3
48,25840,2
48,26145,3
48,28767,3
48,32305,5
48,32748,5
48,37834,4
48,37834,4
48,48687,5
48,49288,5
48,49289,5
48,49295,5
48,49297,5
48,53292,5
49,2487,3
49,9011,3
49,9731,2
49,12471,2
49,15604,1
49,25164,3
49,26629,4
49,26718,3
49,43602,3
49,48687,1
50,3739,4
50,8167,5
50,12874,4
50,19729,3
50,24499,3
50,25164,4
50,26145,4
50,28767,4
50,30944,4
50,33065,4
50,38798,3
50,45554,5
50,49288,5
50,49295,5
50,49297,5
50,53292,5
51,12471,2
51,19729,4
51,32748,4
51,48687,5
51,49288,5
51,49289,5
51,49295,5
51,49297,5
51,52036,1
51,53292,5
52,2487,3
52,9731,2
52,12471,2
52,15604,1
52,25164,3
52,26629,4
52,26718,2
52,43602,3
52,48687,1
53,6630,5
53,10509,1
53,12471,3
53,15604,2
53,19729,4
53,25164,4
53,26145,2
53,26718,2
53,28158,4
53,30944,3
53,32305,3
53,32748,2
53,48687,5
53,52036,3
53,53292,5
53,53293,5
54,3739,4
54,9731,3
54,10509,3
54,12471,3
54,15604,5
54,19729,4
54,25164,4
54,25840,2
54,26629,5
54,26718,5
54,30944,5
54,32305,3
54,32748,5
54,37834,4
54,45554,4
54,48687,5
54,49288,5
54,49289,5
54,49295,5
54,49297,5
54,52036,3
54,53292,5
55,3739,4
55,6342,5
55,6630,2
55,7563,4
55,8510,3
55,9731,4
55,10509,2
55,12471,4
55,12874,3
55,17566,3
55,24143,4
55,25164,4
55,26629,5
55,28158,4
55,30944,4
55,32305,4
55,32748,5
55,33065,4
55,37834,3
55,45554,4
55,48687,5
55,52036,5
55,53292,5
56,2487,3
56,9011,2
56,9731,2
56,12471,3
56,12874,3
56,25164,3
56,26629,4
56,26718,1
56,37834,3
56,43602,3
56,48687,1
57,2487,3
57,6342,4
57,6630,4
57,8167,3
57,12381,2
57,12874,5
57,19729,4
57,24499,4
57,26629,5
57,28767,4
57,32305,4
57,32748,4
57,37834,4
57,45554,4
57,48687,5
57,52036,3
58,6342,5
58,8510,4
58,9011,2
58,9731,4
58,12381,4
58,12874,4
58,17566,4
58,19729,4
58,25164,5
58,26145,3
58,32305,5
58,33065,4
58,52036,4
58,53292,5
59,2487,4
59,3739,5
59,6342,4
59,6630,3
59,8167,4
59,9011,4
59,9668,5
59,12874,4
59,14372,4
59,15604,3
59,17566,5
59,19729,3
59,24499,3
59,25164,4
59,25840,5
59,26145,4
59,28767,5
59,30944,4
59,33065,4
59,37834,4
59,48687,5
59,50999,4
59,53292,5
60,2487,4
60,6630,4
60,9011,1
60,9668,3
60,9731,3
60,12381,4
60,14372,4
60,19729,4
60,26718,3
60,32305,4
60,32748,3
60,37834,4
60,48687,5
60,53292,5
60,53293,5
61,26629,4
61,50999,1
61,52036,2
62,2487,2
62,3739,4
62,6630,4
62,8167,4
62,9011,1
62,10509,2
62,12381,4
62,15604,5
62,25164,4
62,28158,3
62,30944,5
62,32305,2
62,32748,5
62,48687,5
62,53292,5
62,53293,5
63,6342,3
63,6630,2
63,8167,3
63,9011,3
63,9731,3
63,12381,5
63,12874,3
63,14372,4
63,17566,4
63,19729,4
63,24499,3
63,25164,5
63,25840,5
63,26145,4
63,26629,4
63,26718,5
63,28767,3
63,32305,4
63,45554,4
63,48687,5
63,50999,5
63,52036,5
64,6342,4
64,10509,5
64,12381,3
64,17566,3
64,28767,4
64,37834,4
64,38798,4
64,43602,4
64,45554,5
64,48687,5
65,3739,5
65,6342,5
65,6630,4
65,17566,4
65,19729,4
65,24143,5
65,24499,4
65,25840,3
65,26145,3
65,28158,3
65,32305,3
65,32748,4
65,38798,4
65,43602,5
65,45554,5
65,48687,5
65,52036,4
65,53292,5
66,3739,4
66,6342,5
66,6630,4
66,9731,2
66,10509,3
66,12381,4
66,12874,5
66,15604,3
66,17566,5
66,24499,4
66,25164,3
66,28767,5
66,32305,4
66,33065,5
66,45554,5
66,48687,5
66,53292,5
67,6342,5
67,6630,5
67,10509,5
67,12381,4
67,12874,4
67,14372,4
67,24499,3
67,28767,3
67,32748,5
67,33065,2
67,37834,3
67,45554,5
67,48687,5
68,26718,4
68,48687,5
68,49288,5
68,49289,5
68,49295,5
68,49297,5
68,50999,2
68,53292,5
69,7563,2
69,26718,3
69,28158,3
69,48687,5
70,10509,2
70,12471,5
70,19729,4
70,26629,4
70,28158,4
70,32305,2
70,37834,3
70,52036,4
70,53292,5
71,2487,4
71,8510,5
71,9731,2
71,12874,2
71,15604,4
71,17566,4
71,19729,3
71,24143,4
71,25840,5
71,26629,4
71,30944,3
71,32305,3
71,33065,4
71,38798,3
71,45554,5
71,48687,5
71,52036,5
72,6630,4
72,7563,3
72,9731,4
72,15604,4
72,24143,5
72,24499,4
72,26629,4
72,28767,5
72,37834,5
72,43602,5
72,48687,5
72,49288,5
72,49289,5
72,49295,5
72,49297,5
72,50999,3
72,52036,3
73,2487,3
73,9731,2
73,23603,4
73,26718,3
73,30184,3
73,37834,4
73,43602,2
74,48687,5
74,49288,5
74,49289,5
74,49295,5
74,49297,5
74,53292,5
75,2487,2
75,6342,4
75,7563,2
75,9011,2
75,9731,3
75,10509,2
75,12471,3
75,12874,5
75,15604,5
75,28767,4
75,32305,2
75,33065,4
75,37834,3
75,38798,5
75,50999,2
75,52036,1
75,53293,5
76,6342,4
76,6630,2
76,8167,3
76,9731,3
76,10509,1
76,12381,4
76,12471,4
76,12874,2
76,15604,2
76,24143,4
76,25840,5
76,26145,3
76,26718,4
76,28767,3
76,30184,5
76,32305,4
76,32748,4
76,33065,5
76,45554,4
76,48687,5
77,2487,4
77,6630,5
77,19729,3
77,23603,1
77,24499,5
77,26145,3
77,32305,4
77,32748,5
77,48687,5
77,50999,3
77,53292,5
77,53293,5
78,6342,4
78,7563,3
78,8510,2
78,10509,2
78,12471,4
78,15604,4
78,26629,4
78,28767,3
78,33065,3
79,6342,5
79,9731,2
79,12874,3
79,19729,3
79,24143,4
79,24499,2
79,25164,4
79,30184,5
79,30944,4
79,33065,3
79,38798,4
79,43602,5
79,45554,4
79,49288,5
79,49289,5
79,49295,5
79,49297,5
79,52036,5
79,53293,5
80,2487,4
80,3739,5
80,8510,4
80,9011,2
80,9668,3
80,12471,4
80,12874,4
80,14372,4
80,19729,4
80,24499,4
80,25840,5
80,30944,3
80,32305,4
80,33065,4
80,52036,5
80,53292,5
81,6630,3
81,10509,4
81,12381,3
81,12874,4
81,26629,4
81,28767,5
81,33065,3
81,37834,5
81,53293,5
82,6342,5
82,8510,4
82,9731,5
82,24499,3
82,25164,4
82,37834,5
82,39703,5
82,43602,4
82,48687,5
82,49288,5
82,49289,5
82,49295,5
82,49297,5
82,53293,5
83,2487,3
83,6342,5
83,8167,4
83,9731,4
83,12381,5
83,12874,3
83,15604,3
83,24143,4
83,24499,2
83,25164,4
83,25840,5
83,26145,3
83,30944,3
83,32305,5
83,33065,3
83,48687,5
83,52036,4
84,6630,4
84,15604,3
84,24499,3
84,25164,4
84,26629,4
84,30944,4
84,32745,3
84,33065,3
84,37834,4
84,43602,4
84,48687,5
84,52036,3
85,2487,4
85,3739,4
85,8167,4
85,9011,3
85,12874,4
85,14372,3
85,15604,4
85,17566,4
85,24499,5
85,25164,5
85,26145,3
85,33065,5
85,45554,5
85,48687,5
85,53292,5
86,6342,4
86,6630,4
86,9731,3
86,17566,3
86,25164,3
86,28158,4
86,30184,5
86,53293,5
87,3739,4
87,8167,5
87,10509,5
87,14372,4
87,17566,5
87,26145,3
87,28158,5
87,28767,3
87,32748,5
87,33065,5
87,39703,5
87,53292,5
88,10288,5
88,48687,5
88,49288,5
88,49289,5
88,49295,5
88,49297,5
88,53292,5
88,53292,5
89,2487,4
89,3739,5
89,10509,3
89,12471,4
89,15604,5
89,19729,4
89,32305,3
89,32748,5
89,53292,5
90,2487,4
90,3739,4
90,6342,3
90,8167,3
90,9011,2
90,9668,5
90,12381,3
90,14372,3
90,17566,5
90,24499,4
90,25840,3
90,30184,5
90,30944,4
90,37834,4
90,39703,5
90,48687,5
90,53292,5
91,7563,2
91,24499,3
91,26718,4
91,45554,5
91,48687,5
92,28767,3
92,33065,3
92,37834,4
92,45554,4
93,3739,4
93,7563,5
93,8167,3
93,9011,5
93,9668,5
93,12381,3
93,12471,5
93,12874,4
93,14372,4
93,15604,2
93,19729,4
93,24143,4
93,25840,4
93,26718,3
93,28158,3
93,28767,5
93,32305,3
93,32748,4
93,33065,3
93,37834,5
93,48687,5
93,52036,3
93,53292,5
94,6342,5
94,8167,5
94,17566,2
94,24143,5
94,26629,3
94,26718,4
94,28767,2
94,32305,4
94,33065,4
94,45554,3
94,48687,5
94,50999,1
94,52036,5
94,53292,5
95,2487,4
95,6630,2
95,9011,3
95,9668,3
95,10509,4
95,12381,3
95,12471,4
95,14372,4
95,15604,4
95,19729,4
95,24499,3
95,25840,5
95,26718,2
95,32305,2
95,33065,4
95,45554,5
95,48687,5
95,50999,3
95,52036,5
96,7563,1
97,3739,4
97,9668,4
97,9731,2
97,10509,3
97,14372,5
97,19729,3
97,24143,4
97,25164,4
97,25840,5
97,30944,5
97,32305,2
97,39703,5
97,45554,4
97,48687,5
97,49288,5
97,49289,5
97,49295,5
97,49297,5
97,52036,5
98,6342,4
98,6630,5
98,8510,4
98,9668,5
98,12471,4
98,14372,5
98,24499,3
98,25164,3
98,26145,3
98,28158,4
98,32745,4
98,33065,4
98,37834,5
98,45554,4
98,48687,5
99,7563,2
99,50999,3
100,3739,4
100,6342,5
100,6630,4
100,9011,1
100,12381,5
100,26629,4
100,28767,3
100,33065,5
100,37834,5
100,45554,3
100,53292,5
101,8510,3
101,12381,3
101,12874,4
101,15604,5
101,26629,5
101,32305,3
101,33065,3
101,49288,5
101,49289,5
101,49295,5
101,49297,5
101,53293,5
102,2487,5
102,3739,5
102,8167,4
102,9731,4
102,12874,2
102,14372,5
102,15604,4
102,17566,5
102,24499,5
102,25840,5
102,26145,4
102,30944,4
102,37834,4
102,39703,5
102,43602,5
102,45554,4
102,48687,5
102,50999,5
102,53292,5
103,6342,4
103,9011,2
103,9731,5
103,12381,5
103,15604,5
103,19729,4
103,24143,4
103,24499,4
103,25840,5
103,28767,2
103,32745,4
103,38798,4
103,39703,5
103,45554,4
103,52036,5
103,53293,5
104,6342,5
104,10509,5
104,12381,4
104,17566,2
104,19729,4
104,25164,4
104,26145,4
104,28767,3
104,37834,5
104,45554,3
104,48687,5
104,52036,2
105,7563,1
105,48687,5
106,2487,3
106,6630,5
106,12471,3
106,26629,5
106,33065,4
106,49288,5
106,49289,5
106,49295,5
106,49297,5
107,10509,3
107,12874,4
107,17566,3
107,23603,4
107,26629,3
107,45554,1
107,48687,5
108,6342,3
108,9011,2
108,10509,1
108,12471,1
108,23603,5
108,38798,4
109,6342,5
109,6630,4
109,8167,4
109,12874,4
109,15604,4
109,25840,5
109,26145,3
109,30944,5
109,32305,5
109,32748,4
109,39703,5
109,48687,5
109,52036,5
110,9011,3
110,10288,4
110,12471,5
110,24499,4
110,25164,4
110,28158,5
110,30944,4
110,32745,4
110,52036,5
111,6342,5
111,10288,4
111,12381,3
111,12874,4
111,24499,1
111,28767,4
111,32748,5
112,7563,3
113,3739,5
113,6342,5
113,9011,3
113,9731,2
113,10509,4
113,12381,4
113,12874,3
113,19729,3
113,24143,5
113,24499,4
113,26145,3
113,28767,1
113,32305,2
113,32748,4
113,33065,4
113,38798,3
113,39703,5
113,45554,4
113,48687,5
113,49289,5
113,49295,5
113,49297,5
113,53293,5
114,3739,4
114,10509,4
114,12381,3
114,12471,5
114,14372,5
114,15604,4
114,23603,5
114,26718,5
114,33065,2
114,37834,4
114,45554,4
114,53293,5
115,2487,3
115,6342,5
115,9731,2
115,12381,3
115,12874,4
115,32748,4
115,33065,2
115,37834,4
116,6342,3
116,8510,5
116,9668,3
116,9731,4
116,12381,3
116,12874,4
116,14372,4
116,15604,3
116,17566,4
116,19729,3
116,24143,4
116,25164,3
116,25840,4
116,26629,4
116,28158,4
116,28767,2
116,32305,3
116,33065,4
116,38798,3
116,39703,5
116,45554,4
116,50999,3
116,52036,5
117,6630,2
117,7563,5
117,8167,4
117,9011,4
117,12381,4
117,12471,5
117,12874,4
117,14372,4
117,15604,5
117,19729,3
117,25164,4
117,26629,4
117,26718,5
117,28158,3
117,32748,5
117,37834,5
117,39703,5
117,53292,5
118,3739,3
118,6342,4
118,6630,4
118,7563,4
118,12381,4
118,12874,4
118,19729,3
118,24499,4
118,28767,5
118,32305,4
118,33065,5
118,38798,3
118,43602,4
118,45554,4
118,49288,5
118,49289,5
118,49297,5
118,53292,5
119,6342,4
119,9731,4
119,12381,4
119,12471,4
119,14372,4
119,26629,4
119,26718,4
119,28767,4
119,32305,5
119,32745,5
119,32748,4
119,33065,5
119,37834,5
119,38798,4
119,45554,4
119,48687,5
119,53292,5
120,6342,3
120,9011,2
120,17566,4
120,23603,3
120,26718,3
120,32305,2
120,32745,3
120,43602,3
120,53292,5
121,3739,5
121,6342,4
121,9731,3
121,12381,3
121,12874,3
121,15604,4
121,24143,4
121,24499,2
121,25164,4
121,32748,4
121,33065,4
121,37834,3
121,39703,5
121,45554,4
121,48687,5
121,52036,5
121,53292,5
122,6630,3
122,9011,1
122,9731,4
122,12381,3
122,15604,5
122,17566,3
122,19729,3
122,25164,4
122,25840,3
122,26145,4
122,28767,2
122,30944,5
122,32748,5
122,38798,3
122,45554,4
122,50999,4
122,53293,5
123,6342,4
123,6630,4
123,8510,3
123,9011,2
123,9731,3
123,14372,3
123,24499,2
123,28158,4
123,28767,3
123,30184,5
123,38798,3
123,43602,3
123,50999,1
123,52036,3
123,53293,5
124,10509,4
124,12381,2
124,28767,4
124,32748,5
124,37834,5
124,53293,5
125,2487,4
125,6342,3
125,8167,5
125,9011,5
125,9668,5
125,9731,4
125,10288,5
125,12381,4
125,12874,2
125,14372,5
125,15604,3
125,25840,5
125,30944,4
125,32305,4
125,33065,4
125,39703,5
125,45554,4
125,50999,5
125,53293,5
126,2487,4
126,3739,4
126,10509,1
126,12381,5
126,12471,5
126,15604,4
126,32748,4
126,37834,5
126,39703,5
126,43602,5
126,52036,5
127,10509,4
127,26145,3
127,33065,4
128,10509,5
129,3739,5
129,6342,5
129,7563,5
129,9011,4
129,10509,5
129,12381,4
129,14372,4
129,19729,4
129,24143,5
129,24499,4
129,25164,4
129,26145,3
129,28767,5
129,32748,4
129,38798,3
129,45554,5
129,48687,5
129,53292,5
130,2487,5
130,3739,4
130,6342,4
130,7563,3
130,10509,4
130,12381,4
130,12874,4
130,14372,5
130,19729,3
130,24143,4
130,24499,4
130,26145,3
130,26629,5
130,28767,2
130,32305,3
130,33065,3
130,38798,4
130,39703,5
130,48687,5
130,52036,5
130,53292,5
131,6342,5
131,6630,3
131,8167,5
131,9011,2
131,9668,4
131,9731,3
131,10509,3
131,12381,4
131,12874,2
131,14372,4
131,17566,3
131,19729,3
131,24143,4
131,25164,3
131,25840,5
131,26145,3
131,28767,1
131,32305,4
131,32745,5
131,32748,4
131,33065,5
131,37834,5
131,39703,5
131,48687,5
131,53292,5
132,7563,3
132,9668,1
132,17566,4
132,26145,2
132,26718,3
132,28767,3
132,45554,2
132,50999,2
133,2487,4
133,3739,4
133,8167,3
133,9011,5
133,12381,3
133,12874,4
133,14372,3
133,15604,3
133,19729,3
133,28767,5
133,32748,4
133,33065,3
133,37834,3
133,53292,5
134,12471,2
134,23603,3
134,32748,4
135,10288,4
135,12471,5
135,24499,3
135,25164,5
135,28158,5
135,30944,4
135,52036,4
136,2487,3
136,6342,4
136,6630,4
136,8510,2
136,9011,2
136,9731,3
